    1      -1.6306      -0.5651   4
    2      -1.5646      -0.3262   4
    3      -1.5435      -0.0403   4
    4      -1.6059       0.2942   5
    5      -1.6024       0.6603   5
    6      -1.5172       1.0781   5
    7      -1.2136       1.3412   6
    8      -1.0086       1.4659   6
    9      -0.7487       1.4261   6
   10      -0.5297       1.3593   6
   11      -0.4994       1.1768   6
   12      -0.3920       1.1204   6
   13      -0.1921       1.1647   6
   14       0.0378       1.0469   7
   15       0.2068       1.0605   7
   16       0.3495       0.8831   7
   17       0.4781       0.6247   7
   18       0.5658       0.3781   8
   19       0.5966       0.1043   8
   20       0.5950      -0.2180   1
   21       0.5327      -0.4744   1
   22       0.4607      -0.6014   2
   23       0.3334      -0.6622   2
   24       0.1455      -0.6216   2
   25      -0.0083      -0.5256   3
   26      -0.2017      -0.4200   3
   27      -0.3433      -0.2061   4
   28      -0.4227       0.0677   5
   29      -0.4038       0.4339   6
   30      -0.3233       0.6956   6
   31      -0.1496       0.8528   6
   32       0.1008       0.9338   7
   33       0.2826       0.9551   7
   34       0.5227       0.9773   7
   35       0.8537       1.0315   7
   36       1.1705       0.9668   8
   37       1.3425       0.8470   8
   38       1.5047       0.7220   8
   39       1.6262       0.4861   8
   40       1.6915       0.1380   8
   41       1.6443      -0.0933   1
   42       1.5439      -0.2554   1
   43       1.3716      -0.5560   1
   44       1.2270      -0.6103   1
   45       1.0367      -0.6654   1
   46       0.8463      -0.6400   1
   47       0.7823      -0.6004   1
   48       0.6908      -0.6550   1
   49       0.6064      -0.6951   2
   50       0.5641      -0.6623   2
   51       0.5744      -0.7801   2
   52       0.3643      -0.9987   2
   53       0.1137      -1.1733   2
   54      -0.1647      -1.2903   3
   55      -0.4596      -1.3869   3
   56      -0.8824      -1.3269   3
   57      -1.1939      -1.2706   3
   58      -1.3838      -1.0951   4
   59      -1.5115      -0.8050   4
   60      -1.6584      -0.4495   4
   61      -1.7367      -0.0894   4
   62      -1.6779       0.2715   5
   63      -1.5827       0.5955   5
   64      -1.4170       0.8746   5
   65      -1.2091       1.1180   5
   66      -0.9104       1.3376   6
   67      -0.6660       1.4947   6
   68      -0.4166       1.6161   6
   69      -0.2846       1.4705   6
   70      -0.1703       1.2944   6
   71      -0.0763       1.1018   6
   72       0.0653       0.9096   7
   73       0.1930       0.9567   7
   74       0.3290       1.0321   7
   75       0.4285       1.0468   7
   76       0.5296       1.0622   7
   77       0.5922       0.9351   7
   78       0.6449       0.8327   7
   79       0.6631       0.8001   7
   80       0.7080       0.7610   7
   81       0.7404       0.6158   8
   82       0.7726       0.5149   8
   83       0.7729       0.3536   8
   84       0.7658       0.0944   8
   85       0.6407      -0.2207   1
   86       0.4035      -0.5485   2
   87       0.1304      -0.8689   2
   88      -0.1586      -1.0197   3
   89      -0.5666      -0.9813   3
   90      -0.9187      -0.8963   4
   91      -1.2209      -0.6821   4
   92      -1.5023      -0.5030   4
   93      -1.7027      -0.2518   4
   94      -1.8204       0.1155   5
   95      -1.7933       0.5252   5
   96      -1.6704       0.7615   5
   97      -1.4962       0.9641   5
   98      -1.2459       1.1485   5
   99      -1.0011       1.4464   6
  100      -0.7600       1.6926   6
  101      -0.4736       1.8117   6
  102      -0.1097       1.8308   6
  103       0.2933       1.7383   7
  104       0.5796       1.4415   7
  105       0.7764       1.2370   7
  106       0.8878       1.0295   7
  107       1.0049       0.7968   8
  108       1.1133       0.6033   8
  109       1.1244       0.5016   8
  110       1.1422       0.4728   8
  111       1.1582       0.2991   8
  112       1.1442       0.0419   8
  113       1.0747      -0.2131   1
  114       0.9950      -0.3941   1
  115       0.8606      -0.4668   1
  116       0.7016      -0.4824   1
  117       0.5942      -0.4252   1
  118       0.5457      -0.3943   1
  119       0.5247      -0.5424   2
  120       0.3803      -0.5002   2
  121       0.2187      -0.2992   2
  122       0.0822      -0.0136   1
  123       0.0337       0.2813   7
  124      -0.0158       0.5790   6
  125      -0.0212       0.8708   6
  126       0.0718       1.0605   7
  127       0.2479       1.1668   7
  128       0.5102       1.0653   7
  129       0.7780       0.9600   7
  130       0.9993       0.7113   8
  131       1.1316       0.3636   8
  132       1.1989       0.0467   8
  133       1.2669      -0.3033   1
  134       1.3461      -0.5792   1
  135       1.3043      -0.8687   1
  136       1.1040      -1.0583   1
  137       0.7895      -1.2040   2
  138       0.4868      -1.2890   2
  139       0.1517      -1.3220   2
  140      -0.1849      -1.3161   3
  141      -0.3805      -1.2376   3
  142      -0.3499      -1.1306   3
  143      -0.3942      -0.9962   3
  144      -0.5753      -0.7825   3
  145      -0.6632      -0.4917   4
  146      -0.6726      -0.2417   4
  147      -0.6285      -0.0174   4
  148      -0.4768       0.1490   5
  149      -0.2671       0.3792   6
  150      -0.0647       0.4932   6
  151       0.1138       0.4560   7
  152       0.2589       0.3965   7
  153       0.3876       0.3022   8
  154       0.4018       0.1586   8
  155       0.3911      -0.0907   1
  156       0.3885      -0.3064   1
  157       0.4713      -0.4294   1
  158       0.3632      -0.3857   2
  159       0.1353      -0.2820   2
  160      -0.0614      -0.0259   4
  161      -0.1117       0.1997   6
  162      -0.0831       0.3626   6
  163      -0.0328       0.4460   6
  164       0.0077       0.5576   7
  165       0.0519       0.6249   7
  166       0.1682       0.5633   7
  167       0.2402       0.5129   7
  168       0.3641       0.4161   7
  169       0.3166       0.0767   8
  170       0.2222      -0.2106   1
  171       0.0812      -0.4937   2
  172      -0.0743      -0.7348   3
  173      -0.2586      -0.8246   3
  174      -0.4860      -0.9259   3
  175      -0.6132      -0.9034   3
  176      -0.7623      -0.8312   3
  177      -0.9127      -0.8580   4
  178      -1.0133      -0.7499   4
  179      -1.1078      -0.5213   4
  180      -1.1779      -0.2875   4
  181      -1.1357      -0.0781   4
  182      -1.1408       0.0409   5
  183      -1.1320       0.1406   5
  184      -1.2143      -0.0644   4
