    1      -2.3058       1.9324   5
    2      -1.9613       2.2154   6
    3      -1.4673       2.6304   6
    4      -1.0845       2.7678   6
    5      -0.7004       2.2242   6
    6      -0.4502       2.0955   6
    7      -0.2471       1.9593   6
    8       0.0726       1.5426   7
    9       0.2920       1.4591   7
   10       0.3769       1.2520   7
   11       0.4772       1.1777   7
   12       0.5918       1.0906   7
   13       0.7243       0.9476   7
   14       0.8359       0.8702   7
   15       0.9174       0.8407   8
   16       0.8981       0.9735   7
   17       1.0598       1.1502   7
   18       1.1564       1.5061   7
   19       1.4858       1.6579   7
   20       1.8071       1.7161   8
   21       2.2398       1.8617   8
   22       2.6897       1.8427   8
   23       3.1014       1.6433   8
   24       3.3734       1.3990   8
   25       3.6311       0.8091   8
   26       3.8766       0.2426   8
   27       3.9716      -0.4899   1
   28       3.8831      -1.2962   1
   29       3.6010      -2.0163   1
   30       3.0996      -2.4654   1
   31       2.6586      -2.5549   1
   32       2.1644      -2.4204   2
   33       1.6395      -2.2982   2
   34       1.2894      -2.1366   2
   35       0.9427      -2.0219   2
   36       0.6475      -1.6450   2
   37       0.4095      -1.4510   2
   38       0.2391      -1.4168   2
   39       0.0170      -1.3639   2
   40      -0.1885      -1.1870   3
   41      -0.2608      -1.0894   3
   42      -0.3523      -1.1708   3
   43      -0.5618      -1.2963   3
   44      -0.8342      -1.3169   3
   45      -1.2371      -1.0018   4
   46      -1.4346      -0.5790   4
   47      -1.4547      -0.2014   4
   48      -1.4107       0.1659   5
   49      -1.3052       0.4252   5
   50      -1.2000       0.5578   5
   51      -1.1120       0.6340   5
   52      -1.0238       0.6267   5
   53      -0.8884       0.6501   5
   54      -0.8102       0.7390   5
   55      -0.6864       0.8373   6
   56      -0.5018       0.7658   6
   57      -0.3483       0.5462   6
   58      -0.3190       0.2871   5
   59      -0.3660       0.0381   5
   60      -0.5323      -0.1167   4
   61      -0.7085      -0.1871   4
   62      -0.8151      -0.1510   4
   63      -0.9524       0.1113   5
   64      -1.0425       0.2972   5
   65      -1.0633       0.5405   5
   66      -1.0520       0.7664   5
   67      -0.9653       0.9200   5
   68      -0.8131       1.0364   6
   69      -0.5834       1.2656   6
   70      -0.2373       1.3978   6
   71       0.1469       1.4386   7
   72       0.4266       1.2716   7
   73       0.6215       1.0113   7
   74       0.7695       0.6754   8
   75       0.8464       0.2939   8
   76       0.7490      -0.1136   1
   77       0.6028      -0.4902   1
   78       0.4045      -0.7300   2
   79       0.1436      -1.0058   2
   80      -0.1713      -1.1712   3
   81      -0.5363      -1.1969   3
   82      -0.7924      -0.9874   3
   83      -1.0262      -0.8978   4
   84      -1.2469      -0.5639   4
   85      -1.4490      -0.2483   4
   86      -1.6123       0.1570   5
   87      -1.6190       0.5509   5
   88      -1.5306       0.9408   5
   89      -1.3068       1.3409   6
   90      -1.0698       1.6076   6
   91      -0.8535       1.8145   6
   92      -0.5601       1.8657   6
   93      -0.2356       1.8799   6
   94       0.1239       1.8470   7
   95       0.4190       1.7114   7
   96       0.6882       1.6640   7
   97       0.9767       1.7570   7
   98       1.2672       1.6178   7
   99       1.5051       1.5909   7
  100       1.7468       1.3469   8
  101       2.0090       1.1144   8
  102       2.2164       0.9318   8
  103       2.4876       0.8031   8
  104       2.5297       0.4619   8
  105       2.5059       0.1048   8
  106       2.3664      -0.2400   1
  107       2.2784      -0.6023   1
  108       2.0959      -0.9716   1
  109       1.8071      -1.3483   1
  110       1.4732      -1.6501   2
  111       1.1380      -1.7306   2
  112       0.8078      -1.7252   2
  113       0.5419      -1.7262   2
  114       0.2264      -1.5659   2
  115      -0.0070      -1.4062   3
  116      -0.1607      -1.1303   3
  117      -0.3104      -0.8623   3
  118      -0.3566      -0.4590   3
  119      -0.4182      -0.4358   3
  120      -0.4189      -0.3353   4
  121      -0.4396      -0.3617   4
  122      -0.4767      -0.2989   4
  123      -0.4996      -0.2052   4
  124      -0.5140      -0.1834   4
  125      -0.4338       0.1449   5
  126      -0.2392       0.4498   6
  127      -0.0580       0.8642   6
  128       0.2180       1.1756   7
  129       0.6292       1.4608   7
  130       1.0668       1.7511   7
  131       1.5091       1.6777   7
  132       1.9659       1.4955   8
  133       2.2801       1.1503   8
  134       2.4913       0.6750   8
  135       2.7001       0.1132   8
  136       2.8018      -0.5691   1
  137       2.8205      -1.2319   1
  138       2.5885      -1.8216   1
  139       2.2982      -2.3088   2
  140       1.9195      -2.6064   2
  141       1.4723      -2.9410   2
  142       0.8168      -2.9575   2
  143       0.1734      -2.7871   2
  144      -0.3297      -2.3327   3
  145      -0.6897      -1.7151   3
  146      -0.9110      -1.3174   3
  147      -1.0359      -0.8100   4
  148      -1.0576      -0.4022   4
  149      -1.0930      -0.1201   4
  150      -1.0819       0.0338   5
  151      -0.9829       0.1066   5
  152      -0.8061       0.2468   5
  153      -0.7290       0.2545   5
  154      -0.5852       0.2967   5
  155      -0.3431       0.1377   5
  156      -0.2996      -0.0276   4
  157      -0.3049      -0.0416   4
  158      -0.3675      -0.0016   4
  159      -0.3590       0.1505   5
  160      -0.2994       0.3194   6
  161      -0.2473       0.3964   6
  162      -0.2057       0.4521   6
  163      -0.1172       0.5640   6
  164      -0.0867       0.5667   6
  165      -0.0283       0.4319   6
  166       0.0454       0.3180   7
  167       0.0901       0.2326   7
  168       0.2388       0.1177   8
  169       0.3557      -0.1843   1
  170       0.4853      -0.4813   1
  171       0.4588      -0.7357   2
  172       0.3513      -1.0546   2
  173       0.0928      -1.4113   2
  174      -0.3110      -1.5434   3
  175      -0.7227      -1.5457   3
  176      -1.0038      -1.3973   3
  177      -1.2339      -1.1893   4
  178      -1.4227      -0.8497   4
  179      -1.5909      -0.5166   4
  180      -1.6994      -0.1877   4
  181      -1.7309       0.1838   5
  182      -1.6912       0.5189   5
  183      -1.5537       0.7928   5
  184      -1.2776       0.9229   5
