Effective equivalent stratospheric chlorine (EESC)
Follwing Newman et al. (2007). ACP, 7, 4537-4552. 
Eq.1 with a = 1 for each ODS, calculate Cl/Br atoms * halogen release efficiency * gas mmr. multiply Br ODS by 60, and add them all up. (n*f*rho)
Month -  EESC 5.5yr [ppt]
    2050.542    2745.181
    2050.625    2742.875
    2050.708    2740.678
    2050.792    2738.366
    2050.875    2736.167
    2050.958    2733.863
    2051.042    2731.609
    2051.125    2729.324
    2051.208    2727.086
    2051.292    2724.735
    2051.375    2722.494
    2051.458    2720.211
    2051.542    2717.909
    2051.625    2715.619
    2051.708    2713.385
    2051.792    2711.034
    2051.875    2708.793
    2051.958    2706.510
    2052.042    2704.206
    2052.125    2701.790
    2052.208    2699.423
    2052.292    2696.952
    2052.375    2694.585
    2052.458    2692.169
    2052.542    2689.865
    2052.625    2687.449
    2052.708    2685.082
    2052.792    2682.609
    2052.875    2680.240
    2052.958    2677.824
    2053.042    2675.638
    2053.125    2673.560
    2053.208    2671.489
    2053.292    2669.355
    2053.375    2667.285
    2053.458    2665.206
    2053.542    2663.133
    2053.625    2661.010
    2053.708    2658.987
    2053.792    2656.851
    2053.875    2654.785
    2053.958    2652.704
    2054.042    2650.631
    2054.125    2648.452
    2054.208    2646.380
    2054.292    2644.195
    2054.375    2642.125
    2054.458    2639.944
    2054.542    2637.871
    2054.625    2635.695
    2054.708    2633.619
    2054.792    2631.435
    2054.875    2629.365
    2054.958    2627.186
    2055.042    2625.133
    2055.125    2622.999
    2055.208    2620.967
    2055.292    2618.829
    2055.375    2616.803
    2055.458    2614.663
    2055.542    2612.633
    2055.625    2610.496
    2055.708    2608.467
    2055.792    2606.329
    2055.875    2604.303
    2055.958    2602.163
    2056.042    2600.176
    2056.125    2598.013
    2056.208    2595.942
    2056.292    2593.778
    2056.375    2591.715
    2056.458    2589.539
    2056.542    2587.604
    2056.625    2585.435
    2056.708    2583.368
    2056.792    2581.198
    2056.875    2579.137
    2056.958    2576.970
    2057.042    2575.020
    2057.125    2572.964
    2057.208    2571.017
    2057.292    2568.956
    2057.375    2567.011
    2057.458    2564.953
    2057.542    2563.003
    2057.625    2560.948
    2057.708    2559.001
    2057.792    2556.939
    2057.875    2554.994
    2057.958    2552.937
    2058.042    2551.012
    2058.125    2549.066
    2058.208    2547.222
    2058.292    2545.275
    2058.375    2543.387
    2058.458    2541.485
    2058.542    2539.590
    2058.625    2537.642
    2058.708    2535.800
    2058.792    2533.849
    2058.875    2532.004
    2058.958    2530.055
    2059.042    2528.202
    2059.125    2526.396
    2059.208    2524.579
    2059.292    2522.721
    2059.375    2520.966
    2059.458    2519.096
    2059.542    2517.284
    2059.625    2515.420
    2059.708    2513.661
    2059.792    2511.802
    2059.875    2509.985
    2059.958    2508.178
    2060.042    2506.359
    2060.125    2504.432
    2060.208    2502.606
    2060.292    2500.675
    2060.375    2498.853
    2060.458    2496.923
    2060.542    2495.100
    2060.625    2493.172
    2060.708    2491.347
    2060.792    2489.416
    2060.875    2487.594
    2060.958    2485.663
    2061.042    2483.889
    2061.125    2482.050
    2061.208    2480.199
    2061.292    2478.303
    2061.375    2476.511
    2061.458    2474.612
    2061.542    2472.887
    2061.625    2471.048
    2061.708    2469.196
    2061.792    2467.300
    2061.875    2465.449
    2061.958    2463.609
    2062.042    2461.866
    2062.125    2460.062
    2062.208    2458.358
    2062.292    2456.554
    2062.375    2454.789
    2062.458    2453.043
    2062.542    2451.284
    2062.625    2449.479
    2062.708    2447.774
    2062.792    2445.970
    2062.875    2444.265
    2062.958    2442.462
    2063.042    2440.736
    2063.125    2439.051
    2063.208    2437.467
    2063.292    2435.784
    2063.375    2434.091
    2063.458    2432.514
    2063.542    2430.828
    2063.625    2429.139
    2063.708    2427.556
    2063.792    2425.869
    2063.875    2424.180
    2063.958    2422.600
    2064.042    2420.933
    2064.125    2419.236
    2064.208    2417.647
    2064.292    2415.949
    2064.375    2414.361
    2064.458    2412.662
    2064.542    2411.013
    2064.625    2409.375
    2064.708    2407.726
    2064.792    2406.029
    2064.875    2404.440
    2064.958    2402.742
    2065.042    2401.098
    2065.125    2399.414
    2065.208    2397.834
    2065.292    2396.149
    2065.375    2394.570
    2065.458    2392.886
    2065.542    2391.246
    2065.625    2389.623
    2065.708    2387.983
    2065.792    2386.298
    2065.875    2384.719
    2065.958    2383.035
    2066.042    2381.404
    2066.125    2379.791
    2066.208    2378.171
    2066.292    2376.504
    2066.375    2374.943
    2066.458    2373.271
    2066.542    2371.649
    2066.625    2369.981
    2066.708    2368.416
    2066.792    2366.749
    2066.875    2365.126
    2066.958    2363.516
    2067.042    2361.938
    2067.125    2360.288
    2067.208    2358.744
    2067.292    2357.086
    2067.375    2355.436
    2067.458    2353.893
    2067.542    2352.358
    2067.625    2350.768
    2067.708    2349.164
    2067.792    2347.506
    2067.875    2345.964
    2067.958    2344.313
    2068.042    2342.834
    2068.125    2341.309
    2068.208    2339.828
    2068.292    2338.299
    2068.375    2336.820
    2068.458    2335.292
    2068.542    2333.871
    2068.625    2332.346
    2068.708    2330.865
    2068.792    2329.335
    2068.875    2327.858
    2068.958    2326.329
    2069.042    2324.862
    2069.125    2323.299
    2069.208    2321.849
    2069.292    2320.287
    2069.375    2318.777
    2069.458    2317.274
    2069.542    2315.761
    2069.625    2314.260
    2069.708    2312.748
    2069.792    2311.186
    2069.875    2309.733
    2069.958    2308.174
    2070.042    2306.730
    2070.125    2305.251
    2070.208    2303.821
    2070.292    2302.341
    2070.375    2300.910
    2070.458    2299.432
    2070.542    2298.058
    2070.625    2296.579
    2070.708    2295.149
    2070.792    2293.669
    2070.875    2292.236
    2070.958    2290.760
    2071.042    2289.351
    2071.125    2287.913
    2071.208    2286.581
    2071.292    2285.135
    2071.375    2283.699
    2071.458    2282.365
    2071.542    2280.921
    2071.625    2279.531
    2071.708    2278.151
    2071.792    2276.705
    2071.875    2275.269
    2071.958    2273.935
    2072.042    2272.575
    2072.125    2271.200
    2072.208    2269.872
    2072.292    2268.489
    2072.375    2267.162
    2072.458    2265.782
    2072.542    2264.510
    2072.625    2263.134
    2072.708    2261.805
    2072.792    2260.422
    2072.875    2259.093
    2072.958    2257.715
    2073.042    2256.433
    2073.125    2255.095
    2073.208    2253.796
    2073.292    2252.448
    2073.375    2251.106
    2073.458    2249.811
    2073.542    2248.520
    2073.625    2247.181
    2073.708    2245.883
    2073.792    2244.535
    2073.875    2243.241
    2073.958    2241.897
    2074.042    2240.614
    2074.125    2239.229
    2074.208    2237.896
    2074.292    2236.514
    2074.375    2235.179
    2074.458    2233.795
    2074.542    2232.521
    2074.625    2231.140
    2074.708    2229.805
    2074.792    2228.422
    2074.875    2227.086
    2074.958    2225.706
    2075.042    2224.442
    2075.125    2223.084
    2075.208    2221.779
    2075.292    2220.415
    2075.375    2219.109
    2075.458    2217.752
    2075.542    2216.502
    2075.625    2215.145
    2075.708    2213.839
    2075.792    2212.475
    2075.875    2211.170
    2075.958    2209.814
    2076.042    2208.591
    2076.125    2207.395
    2076.208    2206.152
    2076.292    2204.902
    2076.375    2203.658
    2076.458    2202.460
    2076.542    2201.270
    2076.625    2200.075
    2076.708    2198.830
    2076.792    2197.579
    2076.875    2196.336
    2076.958    2195.138
    2077.042    2193.953
    2077.125    2192.677
    2077.208    2191.445
    2077.292    2190.160
    2077.375    2188.928
    2077.458    2187.649
    2077.542    2186.469
    2077.625    2185.194
    2077.708    2183.962
    2077.792    2182.675
    2077.875    2181.443
    2077.958    2180.166
    2078.042    2178.989
    2078.125    2177.685
    2078.208    2176.328
    2078.292    2174.971
    2078.375    2173.664
    2078.458    2172.309
    2078.542    2171.134
    2078.625    2169.830
    2078.708    2168.473
    2078.792    2167.115
    2078.875    2165.759
    2078.958    2164.452
    2079.042    2163.283
    2079.125    2162.023
    2079.208    2160.813
    2079.292    2159.543
    2079.375    2158.332
    2079.458    2157.069
    2079.542    2155.910
    2079.625    2154.650
    2079.708    2153.440
    2079.792    2152.168
    2079.875    2150.957
    2079.958    2149.696
    2080.042    2148.585
    2080.125    2147.454
    2080.208    2146.372
    2080.292    2145.246
    2080.375    2144.116
    2080.458    2143.030
    2080.542    2141.970
    2080.625    2140.886
    2080.708    2139.750
    2080.792    2138.628
    2080.875    2137.546
    2080.958    2136.412
    2081.042    2135.333
    2081.125    2134.132
    2081.208    2132.975
    2081.292    2131.771
    2081.375    2130.615
    2081.458    2129.413
    2081.542    2128.317
    2081.625    2127.116
    2081.708    2125.959
    2081.792    2124.755
    2081.875    2123.601
    2081.958    2122.397
    2082.042    2121.292
    2082.125    2120.132
    2082.208    2119.011
    2082.292    2117.843
    2082.375    2116.674
    2082.458    2115.560
    2082.542    2114.453
    2082.625    2113.336
    2082.708    2112.168
    2082.792    2110.999
    2082.875    2109.882
    2082.958    2108.719
    2083.042    2107.642
    2083.125    2106.547
    2083.208    2105.507
    2083.292    2104.413
    2083.375    2103.365
    2083.458    2102.274
    2083.542    2101.231
    2083.625    2100.140
    2083.708    2099.100
    2083.792    2098.002
    2083.875    2096.959
    2083.958    2095.871
    2084.042    2094.830
    2084.125    2093.721
    2084.208    2092.666
    2084.292    2091.567
    2084.375    2090.507
    2084.458    2089.403
    2084.542    2088.367
    2084.625    2087.259
    2084.708    2086.207
    2084.792    2085.100
    2084.875    2084.000
    2084.958    2082.940
    2085.042    2081.918
    2085.125    2080.851
    2085.208    2079.829
    2085.292    2078.768
    2085.375    2077.750
    2085.458    2076.679
    2085.542    2075.679
    2085.625    2074.612
    2085.708    2073.590
    2085.792    2072.527
    2085.875    2071.510
    2085.958    2070.443
    2086.042    2069.416
    2086.125    2068.330
    2086.208    2067.289
    2086.292    2066.201
    2086.375    2065.163
    2086.458    2064.074
    2086.542    2063.034
    2086.625    2061.948
    2086.708    2060.908
    2086.792    2059.819
    2086.875    2058.781
    2086.958    2057.692
    2087.042    2056.698
    2087.125    2055.685
    2087.208    2054.725
    2087.292    2053.724
    2087.375    2052.756
    2087.458    2051.743
    2087.542    2050.799
    2087.625    2049.787
    2087.708    2048.830
    2087.792    2047.823
    2087.875    2046.863
    2087.958    2045.848
    2088.042    2044.882
    2088.125    2043.875
    2088.208    2042.818
    2088.292    2041.767
    2088.375    2040.709
    2088.458    2039.702
    2088.542    2038.710
    2088.625    2037.703
    2088.708    2036.654
    2088.792    2035.595
    2088.875    2034.541
    2088.958    2033.534
    2089.042    2032.568
    2089.125    2031.580
    2089.208    2030.635
    2089.292    2029.651
    2089.375    2028.713
    2089.458    2027.714
    2089.542    2026.779
    2089.625    2025.786
    2089.708    2024.848
    2089.792    2023.855
    2089.875    2022.921
    2089.958    2021.922
    2090.042    2020.979
    2090.125    2020.005
    2090.208    2018.981
    2090.292    2017.961
    2090.375    2016.941
    2090.458    2015.966
    2090.542    2015.010
    2090.625    2014.041
    2090.708    2013.016
    2090.792    2011.992
    2090.875    2010.972
    2090.958    2010.002
    2091.042    2009.078
    2091.125    2008.189
    2091.208    2007.350
    2091.292    2006.473
    2091.375    2005.580
    2091.458    2004.741
    2091.542    2003.864
    2091.625    2003.023
    2091.708    2002.135
    2091.792    2001.253
    2091.875    2000.365
    2091.958    1999.524
    2092.042    1998.626
    2092.125    1997.748
    2092.208    1996.819
    2092.292    1995.899
    2092.375    1994.970
    2092.458    1994.092
    2092.542    1993.173
    2092.625    1992.295
    2092.708    1991.365
    2092.792    1990.443
    2092.875    1989.566
    2092.958    1988.639
    2093.042    1987.721
    2093.125    1986.706
    2093.208    1985.736
    2093.292    1984.722
    2093.375    1983.757
    2093.458    1982.736
    2093.542    1981.823
    2093.625    1980.806
    2093.708    1979.841
    2093.792    1978.827
    2093.875    1977.859
    2093.958    1976.842
    2094.042    1975.955
    2094.125    1975.141
    2094.208    1974.277
    2094.292    1973.422
    2094.375    1972.606
    2094.458    1971.742
    2094.542    1970.890
    2094.625    1970.027
    2094.708    1969.212
    2094.792    1968.352
    2094.875    1967.537
    2094.958    1966.674
    2095.042    1965.816
    2095.125    1964.890
    2095.208    1964.014
    2095.292    1963.098
    2095.375    1962.221
    2095.458    1961.294
    2095.542    1960.435
    2095.625    1959.509
    2095.708    1958.631
    2095.792    1957.712
    2095.875    1956.791
    2095.958    1955.913
    2096.042    1955.049
    2096.125    1954.179
    2096.208    1953.359
    2096.292    1952.495
    2096.375    1951.673
    2096.458    1950.805
    2096.542    1949.941
    2096.625    1949.072
    2096.708    1948.251
    2096.792    1947.387
    2096.875    1946.566
    2096.958    1945.697
    2097.042    1944.854
    2097.125    1944.031
    2097.208    1943.260
    2097.292    1942.444
    2097.375    1941.668
    2097.458    1940.845
    2097.542    1940.029
    2097.625    1939.206
    2097.708    1938.430
    2097.792    1937.614
    2097.875    1936.792
    2097.958    1936.018
    2098.042    1935.200
    2098.125    1934.368
    2098.208    1933.487
    2098.292    1932.607
    2098.375    1931.776
    2098.458    1930.894
    2098.542    1930.080
    2098.625    1929.195
    2098.708    1928.364
    2098.792    1927.484
    2098.875    1926.653
    2098.958    1925.771
    2099.042    1924.956
    2099.125    1924.143
    2099.208    1923.379
    2099.292    1922.568
    2099.375    1921.804
    2099.458    1920.985
    2099.542    1920.176
    2099.625    1919.357
    2099.708    1918.596
    2099.792    1917.785
    2099.875    1916.968
    2099.958    1916.205
